local-authority-code,council,start_year,end_year,data_type,emission_savings,project_name,lifetime,cost,funding_source,emission_source,annual_cost,annual_savings,measurement,savings_start,comments
SLK,South Lanarkshire Council,2020,2021,project,10,PV panels Chatelherault Primary School,10,55200,CEEF,Grid Electricity (generation),,,Estimated,2020/21,
SLK,South Lanarkshire Council,2020,2021,project,10,PV panels Mount Cameron Primary School,10,54800,CEEF,Grid Electricity (generation),,,Estimated,2020/21,
SLK,South Lanarkshire Council,2020,2021,project,4,Boiler replacement Rutherglen Depot,25,8115,CEEF,Natural Gas,,,Estimated,2020/21,
SLK,South Lanarkshire Council,2020,2021,project,14000,Residual waste to Energy from Waste plant,,,Existing budgets,Refuse Commercial & Industrial to Landfill,,,Estimated,2020/21,
STG,Stirling Council,2014,2015,project,107,Borestone Primary School Biomass,20,414000,Prudential borrowing & capital investment,Grid Electricity (generation),500,33234,Estimated,2015/16,Savings include RHI payments
STG,Stirling Council,2014,2015,project,62,Drymen Primary School Biomass,20,280000,Prudential borrowing & capital investment,Grid Electricity (generation),500,15859,Estimated,2015/16,Savings include RHI payments
STG,Stirling Council,2014,2015,project,20,6 x pv arrays in schools,20,97000,Prudential borrowing,Grid Electricity (generation),500,11068,Estimated,2015/16,Savings include RHI payments
STG,Stirling Council,2014,2015,project,14,Crianlarich Primary & Nursery LPG,20,132000,Capital investment,Grid Electricity (generation),,3774,Estimated,2015/16,
STG,Stirling Council,2014,2015,project,22,Balfron Primary School Gas boiler,20,155000,Prudential borrowing & capital investment,Grid Electricity (generation),,5525,Estimated,2015/16,
STG,Stirling Council,2014,2015,project,6,Allan Water House Heating Controls,10,4000,CEEF,Natural Gas,,1221,Estimated,2015/16,
STG,Stirling Council,2014,2015,project,9,Raploch Campus pv array,20,32000,Third party,Grid Electricity (generation),,2864,Estimated,2015/16,Savings include FIT payments
STG,Stirling Council,2014,2015,project,,Street Lighting Energy Saving,10,900000,Prudential borrowing & capital investment,Grid Electricity (generation),,88000,Estimated,2015/16,Maintenance savings not included
STG,Stirling Council,2015,2016,project,48,Balfron High School: Lighting replacement,10,200000,Life-cycle,Grid Electricity ,0,10257,Estimated,2016/17,Savings are actual for part of 2015-16
STG,Stirling Council,2015,2016,project,24,Gargunnock Primary School fuel switch electricity to LPG + insulation,20,93000,Education Service capital + CEEF,Grid Electricity ,0,4806,Estimated,2016/17,Savings are actual for part of 2015-16
STG,Stirling Council,2015,2016,project,20,Bannockburn High School: voltage optimisation,15,9900,Energy revenue,Grid Electricity ,0,3685,Estimated,2016/17,Savings include FIT payments
STG,Stirling Council,2015,2016,project,12,Callander Roads Spot: condensing boiler,20,28200,Roads capital + CEEF,Grid Electricity ,0,2540,Estimated,2016/17,Savings are actual for part of 2015-16
STG,Stirling Council,2015,2016,project,6,"St Mary's Primary School, Bannockburn - Insulation",20,4300,CEEF,Natural Gas,0,1197,Estimated,2016/17,Savings are actual for part of 2015-16
STG,Stirling Council,2015,2016,project,1,Lower Polmaise Recycling Centre,10,31800,CEEF,Water - Supply,0,7538,Estimated,2016/17,Savings are actual for part of 2015-16
STG,Stirling Council,2015,2016,project,1,Port of Menteith Primary School: Water replacement,10,5000,CEEF,Water - Supply,0,5982,Estimated,2016/17,Maintenance savings not included
STG,Stirling Council,2015,2016,project,1,Bannockburn High School: Water replacement,10,2300,CEEF,Water - Supply,0,3893,Estimated,2016/17,Savings are actual for part of 2015-16
STG,Stirling Council,2015,2016,project,,Street lighting Energy Saving PBB option,10,900000,Prudential borrowing & capital investment,Grid Electricity ,0,,Estimated,2016/17,Maintenance savings not included
STG,Stirling Council,2016,2017,project,33.42,St. Modans High School PV Project,25,68000,Prudential Borrowing,Water - Supply,0,"7,467",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2016,2017,project,33.3,Wallace High School PV Project,25,93000,Prudential Borrowing,Grid Electricity ,0,"7,441",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2016,2017,project,28.75,Stirling High School PV Project,25,55000,Prudential Borrowing,Water - Supply,0,"6,424",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2016,2017,project,18.78,Dunblane High School PV Project,25,50000,Prudential Borrowing,Grid Electricity ,0,"4,196",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2016,2017,project,14.41,Fallin Primary School lighting replacement,20,69000,CEEF + Capital,Grid Electricity ,0,"3,000",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2016,2017,project,9.8,Dunblane Primary School Lighting Replacement,20,70,CEEF + Capital,Grid Electricity ,0,"1,800",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2016,2017,project,8.89,McLaren High School PV Project,25,40000,Prudential Borrowing,Natural Gas,0,"1,986",Actual,2016/17,Saving are actual for part of 2016-17
STG,Stirling Council,2017,2018,project,18.49,Bannockburn HS LED Lighting Project (Phase 1),20,33,Salix & Revenue,Grid Electricity ,0,"4,425",Estimated,2018/19,Predicted annual saving
STG,Stirling Council,2017,2018,project,6.69,Balfour Centre PV Project,25,20,Salix & Revenue,Grid Electricity ,0,"2,822",Estimated,2018/19,Predicted annual saving
STG,Stirling Council,2017,2018,project,6.45,Plean Country Park PV Project,25,21,Salix & Revenue,Grid Electricity ,0,"7,441",Estimated,2018/19,Predicted annual saving
STG,Stirling Council,2017,2018,project,5.56,Mayfield Centre PV Project,20,18,Salix & Revenue,Grid Electricity ,0,"2,490",Estimated,2018/19,Predicted annual saving
STG,Stirling Council,2017,2018,project,4.6,Killearn PS LED Lighting Project,20,19,Salix & Revenue,Natural Gas,0,"1,554",Estimated,2018/19,Predicted annual saving
STG,Stirling Council,2018,2019,project,36.2,Upgrade to LED lighting (Phase2): 14 public buildings,20,178000,Salix & Capital,Grid Electricity ,,"16,495",Estimated,2019/20,Predicted annual saving
STG,Stirling Council,2018,2019,project,30.12,"Hard to Heat Schools: Gartmore, Thornhill & Port of Menteith (electric to air source)",20,102000,Salix & Revenue,Grid Electricity ,,"8,258",Estimated,2019/20,Predicted annual saving
STG,Stirling Council,2018,2019,project,10.9,Hard to Heat Schools: Insulation,20,18000,Salix & revenue,Grid Electricity ,,"2,638",Estimated,2019/20,Predicted annual saving
STG,Stirling Council,2019,2020,project,44.94,"Upgrade to LED lighting (Phase 3): 
9 public buildings",20,219000,Salix & Capital,Grid Electricity (generation),,22485,Estimated,2020/21,Predicted annual saving
STG,Stirling Council,2019,2020,project,36.2,Upgrade to LED lighting (Phase 2): 14 public buildings,20,178000,Salix & Capital,Grid Electricity (generation),,16495,Estimated,2019/20,Predicted annual saving
STG,Stirling Council,2019,2020,project,30.12,"Hard to Heat Schools: Gartmore, Thornhill & Port of Menteith (electric to air source)",20,102000,Salix & Revenue,Grid Electricity (generation),,8258,Estimated,2019/20,Predicted annual saving
STG,Stirling Council,2019,2020,project,10.9,Hard to Heat Schools: Insulation,20,18000,Salix & Revenue,Grid Electricity (generation),,2638,Estimated,2019/20,Predicted annual saving
STG,Stirling Council,2020,2021,project,,No significant public building projects delivered due to Covid,,,,,,,,,
HLD,The Highland Council,2014,2015,project,2400,Electrical Heating Replacements,25,2000000,Capital,Grid Electricity (generation),,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,211,Lighting fitting replacement,20,200000,Capital,Grid Electricity (generation),,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,30,Building Management System replacements,20,200000,Capital,Gas oil,,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,4692,Biomass Heating Replacement,25,345000,Capital,Gas oil,,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,11,CHP to Nairn Academy,20,288000,Capital,Natural Gas,,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,5,Photovoltaic installations,20,10000,Capital,Grid Electricity (generation),,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,4,Micro wind turbines,15,30000,Capital,Grid Electricity (generation),,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,100,LED trial,20,58000,Capital,Grid Electricity (generation),,,Estimated,2014/15,
HLD,The Highland Council,2014,2015,project,1000,Installation of Euro 6 engines in Fleet vehicles,,,Capital,,,,,2014/15,
HLD,The Highland Council,2014,2015,project,500,Route optimisation for fleet vehicles,,,Capital,,,,,2014/15,
HLD,The Highland Council,2015,2016,project,420,Caol Campus - energy upgrades,25,,Capital,Gas Oil,60000,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,200,Noss Primary - energy upgrades,25,,Capital,Gas Oil,36000,12000,Estimated,2015,
HLD,The Highland Council,2015,2016,project,260,Golspie High School - energy upgrades,25,300000,Capital,Gas Oil,53000,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,81,Ullapool High School - energy upgrades,25,200000,Capital,Grid Electricity ,12000,12000,Estimated,2015,
HLD,The Highland Council,2015,2016,project,76,Miller Primary School - energy upgrades,25,,Capital,Gas Oil,,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,57,Kingussie Court House - energy upgrades,25,,Capital,Grid Electricity ,,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,57,Wick Offices - Market Square - energy upgrades,25,,Capital,Grid Electricity ,,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,50,Kilteran - energy upgrades,25,,Capital,Gas Oil,,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,28,Strathconon - energy upgrades,25,,Capital,Gas Oil,,,Estimated,2015,
HLD,The Highland Council,2015,2016,project,25,Wick Offices - Social Work - energy upgrades,25,,Capital,Grid Electricity ,,,Estimated,2015,
HLD,The Highland Council,2016,2017,project,869,Wick Campus – energy upgrade,25,900000,Capital,Burning Oil (Kerosene),0,12219,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,314,Gairloch High/Primary School conversion to biomass,25,400146,Capital,Grid Electricity ,0,41273,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,262,Rosebank Primary  - energy upgrade,25,358516,Capital,Burning Oil (Kerosene),0,4846,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,259,Kinlochbervie High School – energy upgrade,25,339058,Capital,Grid Electricity ,0,34087,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,173,Bridgend Primary - energy upgrade,25,212937,Capital,Burning Oil (Kerosene),0,2636,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,162,Farr Secondary – energy upgrade,25,271756,Capital,Grid Electricity ,0,21234,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,138,Obsdale Primary  - energy upgrade,25,160531,Capital,Burning Oil (Kerosene),0,2093,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,135,Dingwall Primary – energy upgrade,25,73805,Capital,Burning Oil (Kerosene),0,2495,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,106,Bonar Bridge Primary – energy upgrade,25,256039,Capital,Grid Electricity ,0,13872,Estimated,2017/18,
HLD,The Highland Council,2016,2017,project,50,Culloden Library – energy upgrade,25,65303,Capital,Burning Oil (Kerosene),0,759,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,150,Fort William Offices Phase 1 - Biomass,25,200000,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,80,Fort William Offices Phase 2 - ASHP,25,100000,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,100,Arisaig Primary - Biomass,25,150000,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,150,Portree Gaelic Primary - Biomass,25,300000,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,50,Acharacle Primary - ASHP,25,48568,Capital,Grid Electricity ,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,50,Tomnacross Primary - ASHP,25,58620,Capital,Grid Electricity ,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,50,Clachnaharry Old School - ASHP,25,49567,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,80,Phipps Hall - ASHP,25,200000,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,80,Cromarty Primary - ASHP,25,70000,Capital,Gas Oil,,,Estimated,2017/18,
HLD,The Highland Council,2017,2018,project,100,Inverness Royal Academy - CHP,25,200000,Capital,Grid Electricity ,,,Estimated,2017/18,
HLD,The Highland Council,2020,2021,project,136,Rose Street Multi Storey Car Park LED,25,86942,Salix,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,35,Culloden Academy PV,25,156456,Capital Borrowing,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,32,Inverness Leisure - Sports Hall LED,25,76378,Salix,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,31,Grantown Grammar School PV,25,145216,Capital Borrowing,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,30,Thurso High School LED,25,217245,Salix,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,24,St Joseph’s Primary School Boiler Replacement,25,63165,Capital Budget / Salix,Burning Oil (Kerosene) litres,,,Actual,2020/21,Oil to gas conversion
HLD,The Highland Council,2020,2021,project,23,Aviemore Primary School PV,25,102919,Capital Borrowing,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,20,Raigmore Primary School Boiler Replacement,25,90297,Capital Budget / Salix,Burning Oil (Kerosene) litres,,,Actual,2020/21,Oil to gas conversion
HLD,The Highland Council,2020,2021,project,19,Averon Leisure LED,25,32906,Salix,Grid Electricity (generation),,,Actual,2020/21,
HLD,The Highland Council,2020,2021,project,18,Kingussie High School LED,25,125828,Salix,Grid Electricity (generation),,,Actual,2020/21,
